n, Time(ns)
26000, 10226
26100, 9520
26200, 10578
26300, 10226
26400, 10225
26500, 10579
26600, 10226
26700, 10578
26800, 9873
26900, 10578
27000, 10578
27100, 10226
27200, 10579
27300, 10578
27400, 10579
27500, 10931
27600, 10931
27700, 10931
27800, 10931
27900, 10931
28000, 10579
28100, 10932
28200, 10931
28300, 11284
28400, 10931
28500, 10579
28600, 11284
28700, 11284
28800, 10578
28900, 11284
29000, 11284
29100, 11636
29200, 10931
29300, 11636
29400, 11636
29500, 11636
29600, 11636
29700, 11637
29800, 11637
29900, 11637
30000, 11284
30100, 11636
30200, 11989
30300, 11989
30400, 11284
30500, 11989
30600, 11284
30700, 12341
30800, 11637
30900, 11284
31000, 12342
31100, 11283
31200, 11636
31300, 12342
31400, 12342
31500, 12342
31600, 12342
31700, 11636
31800, 11989
31900, 11637
32000, 11989
32100, 12341
32200, 12694
32300, 11989
32400, 14105
32500, 13752
32600, 12342
32700, 12695
32800, 13400
32900, 13047
33000, 13047
33100, 12342
33200, 13047
33300, 13047
33400, 13047
33500, 13047
33600, 13047
33700, 13400
33800, 13400
33900, 12342
34000, 12694
34100, 13400
34200, 12694
34300, 12695
34400, 13400
34500, 13752
34600, 14105
34700, 15868
34800, 13752
34900, 13752
35000, 13752
35100, 13752
35200, 16573
35300, 13752
35400, 13752
35500, 14105
35600, 13752
35700, 14105
35800, 14105
35900, 14104
36000, 14105
36100, 14105
36200, 14104
36300, 14457
36400, 14104
36500, 14457
36600, 14105
36700, 14458
36800, 14458
36900, 14810
37000, 14457
37100, 14457
37200, 14810
37300, 14457
37400, 14810
37500, 14810
37600, 14810
37700, 14809
37800, 14810
37900, 14809
38000, 14105
38100, 14105
38200, 17279
38300, 15162
38400, 15162
38500, 14105
38600, 14458
38700, 15162
38800, 15162
38900, 14457
39000, 16573
39100, 15868
39200, 15515
39300, 14810
39400, 15515
39500, 15515
39600, 14810
39700, 15515
39800, 15515
39900, 15515
40000, 15868
40100, 15515
40200, 15868
40300, 15868
40400, 14810
40500, 16221
40600, 15867
40700, 15163
40800, 15163
40900, 15163
41000, 16573
41100, 16220
41200, 16220
41300, 16220
41400, 16220
41500, 16220
41600, 16220
41700, 15515
41800, 15515
41900, 15516
42000, 16221
42100, 16573
42200, 16573
42300, 16926
42400, 16925
42500, 16573
42600, 15515
42700, 16925
42800, 16926
42900, 15868
43000, 16925
43100, 16925
43200, 16220
43300, 17631
43400, 16926
43500, 17278
43600, 16926
43700, 17278
43800, 16925
43900, 17278
44000, 17278
44100, 19394
44200, 19394
44300, 20099
44400, 20805
44500, 18336
44600, 19746
44700, 18689
44800, 20100
44900, 19394
45000, 19746
45100, 19747
45200, 19747
45300, 19394
45400, 19394
45500, 20452
45600, 19394
45700, 19394
45800, 19746
45900, 19747
46000, 20452
46100, 20099
46200, 20099
46300, 20099
46400, 20804
46500, 20452
46600, 20099
46700, 20451
46800, 20099
46900, 20099
47000, 20452
47100, 20452
47200, 21510
47300, 20804
47400, 20804
47500, 20804
47600, 20804
47700, 20804
47800, 20452
47900, 21157
48000, 20804
48100, 21157
48200, 20451
48300, 20805
48400, 21157
48500, 20804
48600, 21509
48700, 21509
48800, 21510
48900, 21509
49000, 53598
49100, 22568
49200, 23625
49300, 21510
49400, 21509
49500, 21510
49600, 21862
49700, 21862
49800, 21510
49900, 21509
50000, 21862
50100, 21862
50200, 22215
50300, 21509
50400, 21862
50500, 21510
50600, 21862
50700, 22215
50800, 21862
50900, 22567
51000, 21863
51100, 22214
51200, 22214
51300, 22567
51400, 22215
51500, 22920
51600, 22567
51700, 22215
51800, 22215
51900, 22214
52000, 22920
52100, 22568
52200, 22567
52300, 23625
52400, 26447
52500, 25388
52600, 25741
52700, 25741
52800, 25388
52900, 24331
53000, 25389
53100, 25388
53200, 25035
53300, 26446
53400, 25036
53500, 24683
53600, 26446
53700, 26094
53800, 26446
53900, 26094
54000, 25036
54100, 25035
54200, 25389
54300, 26799
54400, 26799
54500, 23625
54600, 23626
54700, 24331
54800, 24683
54900, 24683
55000, 25035
55100, 24331
55200, 24683
55300, 24683
55400, 24683
55500, 25388
55600, 25741
55700, 25388
55800, 24683
55900, 25389
56000, 25036
56100, 25389
56200, 25389
56300, 25389
56400, 25389
56500, 25036
56600, 24331
56700, 26799
56800, 27857
56900, 27152
57000, 27151
57100, 27504
57200, 27152
57300, 27152
57400, 26446
57500, 27152
57600, 26799
57700, 26447
57800, 26799
57900, 27151
58000, 27504
58100, 27151
58200, 27151
58300, 27151
58400, 26799
58500, 27151
58600, 26798
58700, 26447
58800, 26799
58900, 26799
59000, 26799
59100, 27151
59200, 26799
59300, 27152
59400, 27151
59500, 27505
59600, 26799
59700, 26798
59800, 27857
59900, 26447
60000, 25036
60100, 28210
60200, 29619
60300, 28561
60400, 28209
60500, 28562
60600, 29268
60700, 28915
60800, 28209
60900, 27152
61000, 27504
61100, 26446
61200, 27504
61300, 28915
61400, 29267
61500, 28562
61600, 28562
61700, 28209
61800, 28562
61900, 28562
62000, 28562
62100, 28562
62200, 28562
62300, 28209
62400, 28562
62500, 29620
62600, 28209
62700, 28915
62800, 28562
62900, 28562
63000, 28209
63100, 26446
63200, 26799
63300, 27504
63400, 28562
63500, 28209
63600, 28562
63700, 28562
63800, 28562
63900, 28562
64000, 28209
64100, 28562
64200, 28915
64300, 28915
64400, 28915
64500, 28562
64600, 28915
64700, 29620
64800, 29972
64900, 29973
65000, 30325
65100, 29973
65200, 29972
65300, 31031
65400, 31383
65500, 36672
65600, 29972
65700, 31383
65800, 149863
65900, 35614
66000, 38083
66100, 31030
66200, 30325
66300, 29267
66400, 27504
66500, 28209
66600, 28209
66700, 26094
66800, 26094
66900, 26094
67000, 26447
67100, 26447
67200, 26446
67300, 26446
67400, 26446
67500, 26447
67600, 26447
67700, 26446
67800, 26446
67900, 26446
68000, 26446
68100, 25035
68200, 26798
68300, 26799
68400, 27152
68500, 26799
68600, 26799
68700, 31383
68800, 26799
68900, 27151
69000, 27151
69100, 25741
69200, 27151
69300, 27151
69400, 27151
69500, 27151
69600, 25741
69700, 27151
69800, 27504
69900, 27504
70000, 25741
70100, 27151
70200, 27504
70300, 27504
70400, 27504
70500, 27504
70600, 27504
70700, 27857
70800, 27504
70900, 27504
71000, 26094
71100, 27857
71200, 27857
71300, 27857
71400, 26446
71500, 28209
71600, 28209
71700, 27856
71800, 27856
71900, 28210
72000, 28210
72100, 28210
72200, 26447
72300, 29972
72400, 28562
72500, 28561
72600, 28562
72700, 28562
72800, 28561
72900, 28562
73000, 28562
73100, 26799
73200, 28562
73300, 28562
73400, 28562
73500, 28915
73600, 28914
73700, 28914
73800, 28914
73900, 28562
74000, 28914
74100, 28914
74200, 28915
74300, 27504
74400, 29267
74500, 29267
74600, 29267
74700, 29267
74800, 27504
74900, 29267
75000, 29267
75100, 29620
75200, 27504
75300, 27857
75400, 29267
75500, 29267
75600, 29620
75700, 33499
75800, 29619
75900, 28209
76000, 29620
76100, 29972
76200, 29619
76300, 29619
76400, 29620
76500, 28209
76600, 29972
76700, 29972
76800, 29973
76900, 30325
77000, 29973
77100, 29972
77200, 28562
77300, 28562
77400, 29973
77500, 30325
77600, 30325
77700, 30325
77800, 30325
77900, 28914
78000, 30325
78100, 30678
78200, 28914
78300, 28915
78400, 28915
78500, 30678
78600, 30678
78700, 29267
78800, 30678
78900, 30678
79000, 37377
79100, 31031
79200, 31030
79300, 29267
79400, 31383
79500, 31031
79600, 29267
79700, 31383
79800, 31030
79900, 31383
80000, 31383
80100, 31383
80200, 31383
80300, 31736
80400, 31383
80500, 31735
80600, 31735
80700, 31383
80800, 31382
80900, 31735
81000, 31735
81100, 31735
81200, 32088
81300, 31735
81400, 31735
81500, 32088
81600, 32089
81700, 32088
81800, 32088
81900, 32088
82000, 32088
82100, 35261
82200, 32088
82300, 30325
82400, 32441
82500, 32441
82600, 32088
82700, 32088
82800, 32088
82900, 32440
83000, 32441
83100, 32794
83200, 32441
83300, 32441
83400, 32793
83500, 32793
83600, 32793
83700, 32793
83800, 32793
83900, 33146
84000, 32793
84100, 32794
84200, 31030
84300, 32793
84400, 33146
84500, 33146
84600, 33145
84700, 33146
84800, 33146
84900, 33146
85000, 31383
85100, 34909
85200, 33499
85300, 33499
85400, 31383
85500, 31383
85600, 33499
85700, 31736
85800, 33499
85900, 33851
86000, 33851
86100, 33851
86200, 33852
86300, 31736
86400, 33851
86500, 31735
86600, 31735
86700, 33852
86800, 31735
86900, 33851
87000, 34204
87100, 33852
87200, 34204
87300, 34204
87400, 34204
87500, 34204
87600, 34204
87700, 34204
87800, 34557
87900, 34556
88000, 37025
88100, 34557
88200, 34556
88300, 34557
88400, 34557
88500, 34556
88600, 34556
88700, 32793
88800, 34556
88900, 34557
89000, 34909
89100, 34909
89200, 34909
89300, 34909
89400, 32794
89500, 34909
89600, 35262
89700, 33146
89800, 35262
89900, 35262
90000, 35262
90100, 35262
90200, 33498
90300, 33146
90400, 35262
90500, 35615
90600, 35262
90700, 35614
90800, 37025
90900, 35615
91000, 35614
91100, 33498
91200, 35614
91300, 35614
91400, 33499
91500, 35967
91600, 33851
91700, 35967
91800, 35967
91900, 35967
92000, 35967
92100, 35966
92200, 33851
92300, 33851
92400, 35966
92500, 35967
92600, 36320
92700, 36319
92800, 36320
92900, 36320
93000, 36320
93100, 36672
93200, 36319
93300, 36319
93400, 34204
93500, 36319
93600, 38083
93700, 36672
93800, 37024
93900, 36672
94000, 36673
94100, 36672
94200, 34909
94300, 36672
94400, 34556
94500, 37025
94600, 37024
94700, 37024
94800, 37025
94900, 37025
95000, 37025
95100, 37025
95200, 35262
95300, 37377
95400, 37377
95500, 37377
95600, 37378
95700, 37378
95800, 37377
95900, 37378
96000, 37377
96100, 37730
96200, 40199
96300, 37730
96400, 37730
96500, 37730
96600, 35262
96700, 37730
96800, 35615
96900, 38083
97000, 38082
97100, 35615
97200, 35614
97300, 38083
97400, 38082
97500, 35966
97600, 35967
97700, 38435
97800, 38435
97900, 36319
98000, 38435
98100, 38435
98200, 38435
98300, 38435
98400, 38435
98500, 38788
98600, 38436
98700, 38435
98800, 44783
98900, 39494
99000, 38435
99100, 38788
99200, 36672
99300, 39141
99400, 36672
99500, 39141
99600, 38788
99700, 38788
99800, 39140
99900, 39141
