n, Time(ns)
76900,11636
77000,11637
77100,11637
77200,11284
77300,11636
77400,11637
77500,11637
77600,11636
77700,17983
77800,11636
77900,11637
78000,11636
78100,11989
78200,11988
78300,11636
78400,11636
78500,11989
78600,11637
78700,11636
78800,11636
78900,11636
79000,11989
79100,11989
79200,11989
79300,11636
79400,11989
79500,11989
79600,11989
79700,11989
79800,11989
79900,11989
80000,11989
80100,11989
80200,12341
80300,12342
80400,12342
80500,43371
80600,12342
80700,12342
80800,12342
80900,12341
81000,12341
81100,12342
81200,11989
81300,12342
81400,12342
81500,12342
81600,12342
81700,12342
81800,12694
81900,12342
82000,12342
82100,12341
82200,12342
82300,12694
82400,12695
82500,12341
82600,12695
82700,12694
82800,12694
82900,12694
83000,12694
83100,12695
83200,12694
83300,12694
83400,12694
83500,12342
83600,12342
83700,12694
83800,12694
83900,12694
84000,12694
84100,12695
84200,12694
84300,12694
84400,13046
84500,13047
84600,12695
84700,12694
84800,12695
84900,12694
85000,12694
85100,18689
85200,13399
85300,13047
85400,13047
85500,13047
85600,13046
85700,12694
85800,12694
85900,13046
86000,13047
86100,12694
86200,13047
86300,13047
86400,13047
86500,13047
86600,13399
86700,13046
86800,13046
86900,13047
87000,13047
87100,13047
87200,13047
87300,13047
87400,13047
87500,13047
87600,13400
87700,13400
87800,13399
87900,13400
88000,13400
88100,13400
88200,13399
88300,13400
88400,13399
88500,13399
88600,13752
88700,13400
88800,13400
88900,13400
89000,13399
89100,13400
89200,13400
89300,13752
89400,13752
89500,13752
89600,13400
89700,13752
89800,13752
89900,13752
90000,13752
90100,13400
90200,13752
90300,13752
90400,13752
90500,13752
90600,13752
90700,13752
90800,13752
90900,13752
91000,13752
91100,13752
91200,14104
91300,13752
91400,13752
91500,13752
91600,13752
91700,13752
91800,13753
91900,13752
92000,13752
92100,13752
92200,15867
92300,15868
92400,15515
92500,15163
92600,15867
92700,16221
92800,16926
92900,14458
93000,14104
93100,14457
93200,14105
93300,14458
93400,14105
93500,14457
93600,14104
93700,14104
93800,14104
93900,14105
94000,14105
94100,14105
94200,14457
94300,14458
94400,14458
94500,14457
94600,14457
94700,14105
94800,14457
94900,14457
95000,14457
95100,14458
95200,14458
95300,14457
95400,14810
95500,14458
95600,14457
95700,14458
95800,14810
95900,14457
96000,14458
96100,14457
96200,14458
96300,14457
96400,14810
96500,14810
96600,15163
96700,14810
96800,14810
96900,14810
97000,14810
97100,14810
97200,14810
97300,14810
97400,14810
97500,15162
97600,14810
97700,14810
97800,14810
97900,14810
98000,14810
98100,15162
98200,15163
98300,15162
98400,15162
98500,15162
98600,21509
98700,15515
98800,15163
98900,15162
99000,15163
99100,15163
99200,15162
99300,15515
99400,15162
99500,15515
99600,15162
99700,15163
99800,15162
99900,15163
